year,municipality_nis_code,Gemiddeld_inkomen_per_aangifte,Mediaan_inkomen_per_aangifte,Gemiddeld_inkomen_per_inwoner,Interkwartiel_verschil,Interkwartiele_coefficient,Interkwartiele_assymmetrie,Welvaartsindex
2008,53039,23016,17176,12703,16747,97.51,34.18,83.21
2008,53044,31850,23601,16389,28276,119.81,26.25,107.36
2008,53046,26845,20739,14586,22807,109.97,24.23,95.54
2008,53053,23578,17480,13562,17956,102.72,32.27,88.83
2008,53065,20348,15717,11754,13982,88.96,38.5,76.99
2008,53068,21160,16477,12316,14759,89.57,31.18,80.67
2008,53070,24080,18412,14281,18349,99.65,27.41,93.55
2008,53082,19979,15214,11428,13295,87.39,42.6,74.86
2008,53083,25627,19629,14359,20934,106.65,27.17,94.06
2008,53084,27551,20719,15832,22703,109.58,27.14,103.7
2008,54000,22473,18246,12714,16251,89.06,19.85,83.28
2008,54007,22592,18226,12814,16394,89.95,20.81,83.94
2008,54010,22103,18305,12404,15787,86.24,16.63,81.25
2008,55000,24874,18686,14148,18983,101.59,27.83,92.68
2008,55004,27346,20453,15513,22548,110.25,25.87,101.62
2008,55010,28706,21288,16504,22977,107.93,24.59,108.11
2008,55022,21947,16850,12666,15661,92.95,31.79,82.97
2008,55023,24801,19417,14375,18427,94.9,21.03,94.16
2008,55035,28100,20328,15774,22062,108.53,25.98,103.32
2008,55039,31091,22984,16771,28035,121.97,31.3,109.85
2008,55040,26872,20096,14706,21330,106.14,25.25,96.33
2008,55050,25675,19803,14526,19610,99.02,26.82,95.15
2008,56000,23847,17934,13721,17824,99.38,30.04,89.88
2008,56001,21645,16782,12798,15082,89.87,32.6,83.83
2008,56005,23870,17349,13229,18518,106.73,36.87,86.66
2008,56011,22655,17246,13434,15928,92.36,31.36,88
2008,56016,21173,16079,12103,16076,99.98,35.5,79.28
2008,56022,22015,17743,12366,16205,91.33,23.81,81
2008,56029,21219,15924,12242,14713,92.4,36.44,80.19
2008,56044,27392,20725,15148,22005,106.18,28.57,99.22
2008,56049,23938,18034,12543,18759,104.02,32.83,82.16
2008,56051,19629,15229,11230,13783,90.51,36.52,73.56
2008,56078,27129,20434,15406,21909,107.22,25.18,100.92
2008,56085,25559,19076,14330,19529,102.37,26.09,93.87
2008,56086,31213,22818,17610,25922,113.61,26.28,115.35
2008,56087,22270,17090,13171,16216,94.89,32.18,86.28
2008,56088,22810,17629,13001,17945,101.79,29.89,85.16
2008,57000,24397,18556,14054,18608,100.28,26.31,92.06
2008,57003,22721,18161,13409,16466,90.67,24.03,87.83
2008,57018,25112,19236,14037,19949,103.71,24.44,91.95
2008,57027,25244,19483,13549,18704,96,21.68,88.75
2008,57062,25966,19722,13973,21362,108.32,29.19,91.53
2008,57064,22794,17842,12725,16957,95.04,26.69,83.36
2008,57072,24575,19666,14001,19093,97.08,20.25,91.71
2008,57081,24533,18328,14489,18878,103,27.56,94.91
2008,57093,24520,18401,13816,18243,99.14,28.52,90.5
2008,57094,24707,19062,14411,18693,98.06,24.19,94.4
2008,57095,25678,20382,14213,21326,104.63,28.54,93.1
2008,60000,24644,18737,14244,19123,102.06,25.36,93.3
2008,61000,26528,19885,15185,21547,108.36,25.46,99.47
2008,61003,24211,19193,14222,18528,96.53,22.06,93.16
2008,61010,29448,22488,16158,25995,115.59,23.29,105.84
2008,61012,27068,19787,15141,23321,117.86,30.01,99.18
2008,61019,26703,20549,14992,23280,113.29,24.37,98.2
2008,61024,24202,19370,14099,19334,99.81,20.62,92.36
2008,61028,28292,22103,15417,24940,112.84,24.11,100.99
2008,61031,23545,17210,14446,17081,99.25,30.55,94.63
2008,61039,26398,20093,14907,22520,112.08,27.02,97.65
2008,61041,28704,22071,15812,23823,107.94,22.3,103.57
2008,61043,33688,22972,18838,31099,135.38,32.54,123.4
2008,61048,26644,20393,15138,23141,113.48,25.29,99.16
2008,61063,30077,22797,16090,27868,122.24,28.47,105.4
2008,61068,28047,21033,15484,23979,114.01,25.41,101.43
2008,61072,27921,21190,15771,22427,105.84,24.07,103.3
2008,61079,28593,21690,16319,24885,114.73,27.6,106.89
2008,61080,23793,19000,13117,17475,91.97,19.44,85.92
2008,61081,29704,21785,16076,27660,126.97,28.7,105.3
2008,62000,23829,18102,13996,18074,99.84,26.81,91.68
2008,62003,24224,18967,14439,18811,99.18,23.68,94.58
2008,62006,28325,20969,16352,23644,112.75,26.86,107.11
2008,62009,25176,19459,14429,20203,103.83,24.36,94.52
2008,62011,25524,20401,14819,20492,100.45,21,97.07
2008,62015,24040,18913,13820,19074,100.85,25.59,90.52
2008,62022,32294,22026,18905,26404,119.88,29.59,123.83
2008,62026,22998,17725,13649,17184,96.95,27.94,89.4
2008,62027,29661,22604,16528,25299,111.92,23.01,108.27
2008,62032,29032,20786,17576,24658,118.62,26.29,115.13
2008,62038,24504,19059,14379,18919,99.27,24.49,94.19
2008,62051,21414,17170,12545,15905,92.64,28.65,82.18
2008,62060,29186,22543,16377,25156,111.59,25.62,107.28
2008,62063,21812,16373,13081,15796,96.47,32.36,85.69
2008,62079,24754,19513,14630,19377,99.31,23.04,95.83
2008,62093,20884,17203,12146,14825,86.17,24.4,79.56
2008,62096,21172,16777,12421,14799,88.21,27.31,81.36
2008,62099,26523,20340,15027,22251,109.4,25.77,98.44
2008,62100,29439,21105,16476,25909,122.76,28.31,107.93
2008,62108,24960,19100,14334,19301,101.05,24.13,93.89
2008,62118,22763,18580,13203,17385,93.57,21.19,86.48
2008,62119,28937,22140,16303,24358,110.02,22.96,106.79
2008,62120,23410,18761,13738,17496,93.26,21.88,89.99
2008,62121,34534,24429,19382,30917,126.56,33.01,126.96
2008,62122,25724,20226,14734,20796,102.82,21.77,96.51
2008,63000,24865,19173,13956,19605,102.25,23.23,91.41
2008,63001,24541,20323,12780,17812,87.64,18,83.71
2008,63003,27041,19750,15471,23458,118.77,28.72,101.34
2008,63004,26665,21084,14973,23414,111.05,24.01,98.08
2008,63012,25819,21245,12314,17126,80.61,11.57,80.66
2008,63013,24471,20837,12339,16343,78.43,15.57,80.83
2008,63020,20374,15914,11279,14786,92.91,35.67,73.88
2008,63023,26265,19842,15037,19852,100.05,20.29,98.5
2008,63035,27240,20645,15408,23649,114.55,25.65,100.93
2008,63038,28849,21852,16404,25576,117.04,24.49,107.45
2008,63040,24425,19181,13164,18442,96.14,22.71,86.23
2008,63045,24455,19038,13773,21817,114.6,28.8,90.22
2008,63046,25270,19728,14224,19820,100.47,21.31,93.17
2008,63048,26111,21035,14335,21242,100.99,15.7,93.9
2008,63049,24720,19478,14305,20018,102.77,22.51,93.7
2008,63057,32486,23581,18000,29854,126.6,27.24,117.91
2008,63058,24914,19060,13976,20224,106.11,27.95,91.55
2008,63061,29043,20687,15440,21987,106.28,24.95,101.14
2008,63067,26147,21386,13909,19114,89.38,18,91.11
2008,63072,23589,17620,14858,17436,98.95,28.42,97.32
2008,63073,24130,18753,14098,19827,105.73,23.99,92.35
2008,63075,27572,21553,15400,24418,113.29,21.83,100.88
2008,63076,27836,20884,15793,24241,116.08,26.58,103.45
2008,63079,21706,16339,12463,16224,99.29,34.86,81.64
2008,63080,24158,19419,13445,18919,97.42,17.95,88.07
2008,63084,25264,20269,14727,20449,100.89,21.2,96.47
2008,63086,24176,19330,14071,19911,103.01,20.29,92.17
2008,63087,24227,20693,12835,17986,86.91,12.74,84.08
2008,63088,24958,19608,13718,18717,95.46,17.01,89.86
2008,63089,29519,22775,15335,27409,120.34,22.06,100.45
2008,64000,27856,21094,15958,23216,110.06,25.74,104.53
2008,64008,28956,21539,16056,23306,108.2,31,105.18
2008,64015,28512,21903,16028,24290,110.9,23.18,104.99
2008,64021,29559,23029,16651,26041,113.08,21.98,109.07
2008,64023,30845,23816,17120,28218,118.49,24.41,112.14
2008,64025,27955,21297,16209,23577,110.7,22.74,106.17
2008,64029,30259,22767,16071,26753,117.51,26.67,105.27
2008,64034,28232,20843,15875,24297,116.57,27.71,103.98
2008,64047,28311,21416,16223,23562,110.02,27.44,106.27
2008,64056,28089,20818,16150,22675,108.92,29.46,105.79
2008,64063,29103,21978,16433,23918,108.83,26.86,107.65
2008,64065,24365,19049,14133,18690,98.12,23.16,92.58
2008,64074,26222,20375,16053,20617,101.19,21.9,105.15
2008,64075,27025,19786,14933,23122,116.86,31.21,97.82
2008,64076,30406,23967,16835,26743,111.58,20.73,110.28
2008,70000,26226,21086,14947,19852,94.15,19.54,97.91
2008,71000,26650,21177,15347,20126,95.04,19.79,100.53
2008,71002,27607,22249,15411,21131,94.97,19.75,100.95
2008,71004,25935,21175,14264,18893,89.23,19.26,93.43
2008,71011,28970,22870,16256,22845,99.89,23.78,106.49
2008,71016,24424,19532,13724,17356,88.86,15.86,89.9
2008,71017,27338,21377,15497,20992,98.2,27.67,101.51
2008,71020,27212,21359,15467,20914,97.92,25.9,101.31
2008,71022,27794,21517,17139,22002,102.25,21.47,112.27
2008,71024,27763,21615,15930,22606,104.58,26.18,104.35
2008,71034,25273,21567,14667,18096,83.9,11.25,96.07
2008,71037,28259,22207,16094,21441,96.55,22.89,105.42
2008,71045,26302,20607,15136,20477,99.37,26.47,99.15
2008,71047,26997,22638,14596,21017,92.84,19.92,95.61
2008,71053,25675,19810,15614,19729,99.59,22.6,102.28
2008,71057,28639,22717,16491,21312,93.82,23.06,108.03
2008,71066,27465,21989,15571,21835,99.3,22.14,102
2008,71067,27410,22280,15497,21795,97.82,19.84,101.51
2008,71069,27611,22428,15484,20283,90.44,20.3,101.42
2008,71070,25987,20989,14257,18314,87.26,15.32,93.39
2008,72000,25739,21371,14321,19530,91.39,17.74,93.81
2008,72003,24698,21158,13541,18993,89.77,14.62,88.7
2008,72004,25843,21383,14819,19344,90.46,13.29,97.07
2008,72018,25046,21003,13584,18743,89.24,16.56,88.98
2008,72020,26034,21450,14622,19943,92.97,20.6,95.78
2008,72021,26266,21091,14760,20007,94.86,21.13,96.68
2008,72025,26495,21785,14825,20369,93.5,18.22,97.11
2008,72029,27287,22331,14709,19925,89.22,24.1,96.35
2008,72030,26119,22031,14683,20768,94.27,17.17,96.18
2008,72037,24597,20668,13635,18324,88.66,15.15,89.31
2008,72038,26306,21950,14522,20969,95.53,17.93,95.12
2008,72039,24888,20905,13774,18120,86.68,14.17,90.23
2008,72040,26529,22241,14428,20646,92.83,18.19,94.51
2008,72041,24855,20774,14002,18649,89.77,17.62,91.72
2008,73000,25904,20561,14858,19643,95.54,21.4,97.32
2008,73001,28847,22097,16199,23515,106.42,24.91,106.11
2008,73006,25960,20902,14887,20577,98.44,21.89,97.52
2008,73009,26453,20584,15383,20824,101.17,26.66,100.76
2008,73022,25647,20032,14719,19483,97.26,29.98,96.41
2008,73028,25986,18872,17426,18521,98.14,20.08,114.15
2008,73032,26561,21099,15327,19876,94.2,22.06,100.4
2008,73040,27582,21950,15887,21794,99.29,20.76,104.06
2008,73042,26696,20753,15245,20252,97.58,21.73,99.86
2008,73066,26250,20917,14712,19789,94.61,24.16,96.37
2008,73083,26116,20227,15636,19385,95.83,21.51,102.42
2008,73098,27176,21940,15449,20853,95.05,21.87,101.2
2008,73107,23206,19377,13076,16842,86.92,16.89,85.65
2008,73109,25573,19980,14198,20749,103.85,23.43,93
2008,80000,26744,20338,14570,22267,109.48,22.83,95.44
2008,81000,32666,24566,17311,27007,109.94,17.99,113.39
2008,81001,33652,24689,18234,28699,116.24,20.34,119.44
2008,81003,40762,28396,18934,40107,141.24,29.39,124.02
2008,81004,27808,22923,14780,22210,96.89,12.36,96.81
2008,81013,27107,21053,14891,21907,104.06,15.35,97.54
2008,81015,35601,27246,18612,28853,105.9,16.81,121.92
2008,82000,24505,19111,13365,20654,108.07,24.14,87.55
2008,82003,24747,19415,13456,20958,107.95,21.64,88.14
2008,82005,24905,19594,12999,21087,107.62,23.22,85.15
2008,82009,28593,21454,14522,26608,124.02,26.31,95.12
2008,82014,23218,18073,13343,18566,102.73,25.94,87.4
2008,82032,23630,18837,13676,19291,102.41,21.32,89.58
2008,82036,26177,20241,13327,22591,111.61,24.02,87.3
2008,82037,23225,18519,12344,19577,105.71,21.32,80.86
2008,82038,24115,18145,13494,20068,110.6,35.25,88.39
2008,83000,23550,18416,13427,18857,102.39,24.6,87.95
2008,83012,22861,17950,13300,18108,100.88,26.11,87.12
2008,83013,23596,18352,13470,19835,108.08,29.42,88.23
2008,83028,23680,18793,13030,18719,99.61,21.2,85.35
2008,83031,21981,16570,12945,16614,100.26,28.51,84.8
2008,83034,23781,18851,13517,19132,101.49,22.56,88.54
2008,83040,25103,20056,13835,21080,105.11,20.76,90.62
2008,83044,22604,17388,12911,17502,100.65,26.04,84.57
2008,83049,24614,19698,13915,21281,108.04,22.28,91.15
2008,83055,24060,18167,13936,19449,107.06,25.33,91.29
2008,84000,24777,19023,13691,20093,105.62,25.21,89.68
2008,84009,23356,18590,13385,18512,99.58,22.78,87.68
2008,84010,21397,16429,12559,15807,96.22,32.04,82.27
2008,84016,24010,17471,13728,17072,97.71,32.38,89.92
2008,84029,23807,18884,13687,17428,92.29,21.36,89.66
2008,84033,27821,21103,14047,26874,127.34,29.03,92.01
2008,84035,25568,19776,14218,21657,109.51,21.23,93.13
2008,84043,25426,19325,13804,21434,110.92,25.95,90.42
2008,84050,23568,18190,12952,18474,101.56,27.69,84.84
2008,84059,23980,18752,13649,20224,107.85,26.64,89.41
2008,84068,25045,19763,13835,20228,102.35,20.27,90.62
2008,84075,23424,18168,12888,18251,100.46,26.02,84.42
2008,84077,27646,20973,14661,23085,110.07,25.28,96.03
2008,85000,28117,21298,14769,23569,110.66,23.13,96.74
2008,85007,25259,19062,13856,20438,107.22,25.44,90.76
2008,85009,35291,24830,16794,32900,132.5,34.54,110.01
2008,85011,22658,17100,13316,16890,98.77,29.76,87.22
2008,85024,25768,21543,13796,20792,96.51,15.15,90.37
2008,85026,29053,23330,14671,24630,105.57,19.45,96.1
2008,85034,32575,22925,16675,26738,116.64,28.89,109.23
2008,85039,27500,21800,13814,22425,102.87,21.8,90.49
2008,85045,25965,20264,14019,21279,105.01,19.48,91.83
2008,85046,32518,24187,16416,28284,116.94,25.39,107.53
2008,85047,25482,20275,13416,22042,108.71,23.46,87.88
2008,90000,25523,19310,14674,20531,106.32,25.86,96.12
2008,91000,23853,18423,13666,18865,102.4,26.53,89.52
2008,91005,23744,18942,13654,18967,100.13,23.82,89.44
2008,91013,23172,18008,13162,18151,100.79,28.12,86.21
2008,91015,21695,17533,12657,16590,94.62,25.33,82.91
2008,91030,24655,19095,14278,19698,103.15,24.52,93.53
2008,91034,22376,16713,13448,16978,101.58,33.99,88.09
2008,91054,23308,17972,13335,17190,95.65,25.05,87.35
2008,91059,26947,21207,14519,24055,113.43,26.52,95.11
2008,91064,24876,19419,13547,20174,103.88,23.12,88.74
2008,91072,23137,17699,13684,17795,100.54,27.89,89.64
2008,91103,24569,18906,13670,20894,110.52,30.74,89.54
2008,91114,23358,18459,13254,18528,100.38,23.39,86.82
2008,91120,23979,18794,13287,19473,103.62,25.69,87.03
2008,91141,27845,21018,15479,23793,113.2,25.43,101.39
2008,91142,20469,16205,12443,13913,85.86,31.49,81.51
2008,91143,20704,16265,11795,15027,92.39,35.2,77.26
2008,92000,26529,19851,15252,21766,109.65,25.8,99.91
2008,92003,23856,18225,13723,18082,99.21,28.22,89.89
2008,92006,29921,23224,16371,27823,119.8,20.99,107.23
2008,92035,29068,21625,16208,25022,115.71,26.47,106.17
2008,92045,28615,22079,15814,24203,109.62,24.57,103.59
2008,92048,25991,19616,14373,21538,109.8,26.96,94.15
2008,92054,29186,22087,15862,25806,116.84,22.68,103.9
2008,92087,25956,19896,14402,20913,105.11,25.26,94.34
2008,92094,25798,19133,15460,20586,107.59,25.28,101.27
2008,92097,25457,20627,14027,22270,107.97,21.42,91.88
2008,92101,28580,21576,15986,24906,115.44,24.24,104.71
2008,92114,28078,21153,15360,24497,115.81,29.64,100.62
2008,92137,23283,17864,13755,17399,97.4,29.56,90.1
2008,92138,30142,22020,16209,26050,118.3,29.72,106.18
2008,92140,26057,20102,14423,21184,105.38,26.24,94.47
2008,92141,32564,24093,17212,30131,125.06,27.21,112.74
2008,92142,29620,21739,16699,25566,117.6,26.28,109.38
2008,93000,23590,18414,13642,18012,97.82,25.44,89.36
2008,93010,23547,18796,13182,18009,95.81,22.36,86.35
2008,93014,21233,16100,12517,15182,94.29,36,81.99
2008,93018,21669,17610,12434,15962,90.64,26.25,81.45
2008,93022,24311,19204,13834,18935,98.6,23.13,90.62
2008,93056,22982,18379,13546,17598,95.75,23.76,88.73
2008,93088,26729,20672,15059,22136,107.08,27.63,98.64
2008,93090,20482,16250,12629,14041,86.41,30.91,82.72
2009,1000,27339,20682,15535,21173,102.37,22.87,100
2009,2000,28733,21980,16505,22102,100.55,22.96,106.25
2009,3000,25688,19265,14668,19764,102.59,26.2,94.42
2009,3001,26279,20468,14356,19660,96.06,20.31,92.41
2009,4000,24339,17296,12746,18329,105.97,30.08,82.05
2009,10000,28332,21765,16330,21488,98.73,21.26,105.12
2009,11000,28030,21280,16156,21173,99.5,20.35,104
2009,11001,35715,25219,20584,28322,112.3,32.38,132.51
2009,11002,24594,19386,14320,17961,92.65,18.58,92.18
2009,11004,32527,23614,18451,27363,115.88,25.26,118.78
2009,11005,26305,21033,15376,18726,89.03,20.88,98.98
2009,11007,28919,22588,17531,21149,93.63,20.33,112.85
2009,11008,32600,23041,18854,26035,113,27.95,121.37
2009,11009,30529,23625,16843,25514,108,25.27,108.42
2009,11013,33262,24134,19672,26091,108.11,28.35,126.63
2009,11016,28516,22611,15190,23305,103.07,23.32,97.78
2009,11018,28576,22757,16340,20331,89.34,25.53,105.18
2009,11021,37882,25156,20949,33037,131.33,34.58,134.85
2009,11022,31284,23465,17114,25752,109.75,26.4,110.17
2009,11023,34118,24023,19412,26663,110.99,28.68,124.96
2009,11024,33857,24213,18696,27765,114.67,32.38,120.35
2009,11025,33630,25082,18490,30179,120.32,28.27,119.02
2009,11029,30715,23192,18226,24110,103.96,20.76,117.33
2009,11030,27112,22502,15660,19842,88.18,20.02,100.8
2009,11035,31438,23403,17833,26298,112.37,28.37,114.8
2009,11037,31341,23902,17976,24779,103.67,26.69,115.72
2009,11038,30477,23652,17111,23944,101.24,28.32,110.15
2009,11039,36936,23541,20571,28959,123.02,27.19,132.42
2009,11040,30702,22620,17765,22600,99.91,24.67,114.36
2009,11044,31623,25022,18077,25731,102.83,29.54,116.37
2009,11050,29351,22382,17449,22764,101.71,25.28,112.32
2009,11052,29545,22962,17175,23383,101.83,24.46,110.56
2009,11053,28439,22452,15586,23361,104.05,20.98,100.33
2009,11054,30381,22888,17583,25376,110.87,25.77,113.19
2009,11055,32579,23248,18417,28325,121.84,27.76,118.55
2009,11056,29740,23465,17901,21932,93.47,25.07,115.23
2009,11057,29001,22400,16505,23545,105.11,20.52,106.25
2009,12000,29344,22330,16996,22543,100.96,23.74,109.41
2009,12002,28595,22164,16486,21482,96.92,23.02,106.13
2009,12005,36589,24066,20700,30842,128.15,34.28,133.25
2009,12007,30732,23457,17594,24047,102.52,27.82,113.25
2009,12009,29874,22403,17551,22963,102.5,22.81,112.98
2009,12014,27968,22203,16371,20983,94.51,20.95,105.38
2009,12021,28315,21717,17041,21351,98.32,21.39,109.69
2009,12025,28311,21915,16522,21561,98.38,19.96,106.35
2009,12026,28512,21918,16268,21452,97.87,26.99,104.72
2009,12029,29009,22314,17047,23024,103.18,23.91,109.73
2009,12030,31240,23523,17719,24861,105.69,28.84,114.06
2009,12034,30336,22209,16963,24535,110.47,32.63,109.2
2009,12035,31450,23445,17677,26288,112.12,25.92,113.79
2009,12040,28785,22040,16215,21477,97.44,27.29,104.38
2009,13000,28257,22452,16228,21506,95.79,20.66,104.46
2009,13001,26623,22082,14764,20457,92.64,21.47,95.04
2009,13002,24306,19679,13114,18576,94.4,23.79,84.42
2009,13003,27548,22161,15865,19991,90.21,23.6,102.13
2009,13004,30210,23541,16751,24252,103.02,23.53,107.83
2009,13006,27690,22731,15276,19730,86.8,19.94,98.33
2009,13008,28829,22510,16901,22316,99.14,20.7,108.79
2009,13010,30944,22888,17543,24191,105.69,25.49,112.93
2009,13011,27171,21928,16696,20322,92.68,17.47,107.48
2009,13012,26872,21705,15716,20230,93.2,21.41,101.17
2009,13013,28065,22221,16281,21025,94.62,21.59,104.8
2009,13014,27532,21773,15027,22183,101.88,17.22,96.73
2009,13016,27750,21981,16140,20895,95.06,22.3,103.89
2009,13017,30043,23236,16860,23898,102.85,24.85,108.53
2009,13019,28891,22881,16435,22309,97.5,21.6,105.8
2009,13021,27927,22653,16383,20297,89.6,20.8,105.46
2009,13023,28385,22650,15385,24166,106.69,20.6,99.03
2009,13025,28768,22586,16592,21595,95.61,22.49,106.8
2009,13029,28890,23127,16495,21632,93.53,24.67,106.18
2009,13031,31273,23573,17468,25278,107.23,25.44,112.45
2009,13035,26747,21900,14596,21240,96.99,18.54,93.95
2009,13036,28395,23051,15412,21784,94.51,21.27,99.21
2009,13037,26584,22281,14684,19385,87,16.53,94.52
2009,13040,25991,21024,15745,19369,92.13,14.96,101.35
2009,13044,27688,21861,16103,21317,97.51,20.82,103.66
2009,13046,33286,24528,18459,26499,108.03,28.33,118.83
2009,13049,29279,23510,16874,22243,94.61,21.72,108.62
2009,13053,27855,22633,16323,20368,89.99,20.16,105.07
2009,20001,32687,23642,18328,26275,111.14,26.65,117.98
2009,20002,31958,22108,17715,26997,122.11,27.61,114.04
2009,21000,24339,17296,12746,18329,105.97,30.08,82.05
2009,21001,20546,16082,11141,14794,91.99,29.63,71.72
2009,21002,30830,21575,16595,25206,116.83,24.66,106.83
2009,21003,26769,19660,14815,20745,105.52,25.91,95.37
2009,21004,22288,15707,11407,16528,105.23,34.66,73.43
2009,21005,24729,18179,12600,19893,109.42,27,81.11
2009,21006,24163,18764,12979,18365,97.87,24.84,83.55
2009,21007,23787,17451,13391,17669,101.25,28.75,86.2
2009,21008,24522,18634,14473,18213,97.74,26.85,93.17
2009,21009,25679,17134,13563,20603,120.25,31.82,87.31
2009,21010,24030,18570,13830,18525,99.76,25.97,89.03
2009,21011,22286,16692,12036,16407,98.3,31.72,77.48
2009,21012,19817,15353,9772.5,14500,94.44,32.04,62.91
2009,21013,20427,15062,10625,15048,99.91,33.48,68.4
2009,21014,16944,13229,7954.3,13225,99.97,25.22,51.2
2009,21015,21330,15768,10742,16310,103.44,30.01,69.15
