year,municipality_nis_code,Gemiddeld_inkomen_per_aangifte,Mediaan_inkomen_per_aangifte,Gemiddeld_inkomen_per_inwoner,Interkwartiel_verschil,Interkwartiele_coefficient,Interkwartiele_assymmetrie,Welvaartsindex
2010,36010,27124,21585,14908,21901,101.46,28.45,95.57
2010,36011,27688,22286,15322,23412,105.05,26.95,98.23
2010,36012,25961,20428,14774,19502,95.47,25.99,94.72
2010,36015,27459,21381,15890,21376,99.98,24.53,101.87
2010,36019,25775,20651,14422,20770,100.57,25.39,92.46
2010,37000,27138,21598,15245,21500,99.55,24.04,97.73
2010,37002,27606,22023,15449,22854,103.77,23.99,99.04
2010,37007,26301,21236,14862,20281,95.5,24.16,95.28
2010,37010,27605,22070,15035,22047,99.9,25.58,96.39
2010,37011,26896,21630,14829,22445,103.77,23.18,95.07
2010,37012,26236,20490,14906,21132,103.13,26.82,95.56
2010,37015,27538,21727,15973,20772,95.6,20.83,102.4
2010,37017,27500,21888,15049,22648,103.47,27.79,96.48
2010,37018,26984,21547,14805,21899,101.64,25.22,94.91
2010,37020,27041,21436,15487,20860,97.31,22.52,99.29
2010,38000,27772,19955,17230,20439,102.43,27.54,110.46
2010,38002,23275,18921,13013,18573,98.16,28.78,83.42
2010,38008,24645,18582,15605,17585,94.63,28.03,100.04
2010,38014,33204,21757,20876,24228,111.35,27.95,133.84
2010,38016,24683,19192,15857,17899,93.26,25.69,101.66
2010,38025,25049,19610,14959,20230,103.16,27.63,95.9
2010,40000,28963,22421,16770,22627,100.91,23.01,107.51
2010,41000,29244,22880,17177,22798,99.64,23.07,110.12
2010,41002,28733,22226,17154,21820,98.17,22.46,109.97
2010,41011,29135,23500,16881,22744,96.78,23,108.22
2010,41018,27825,21947,16246,21360,97.32,23.86,104.15
2010,41024,30406,23897,17943,23479,98.25,22.29,115.03
2010,41027,30135,23926,17240,24112,100.78,23.73,110.52
2010,41034,30250,23496,17466,24120,102.65,24.49,111.97
2010,41048,28230,22457,16518,21965,97.81,21.17,105.9
2010,41063,30032,23356,17052,23511,100.67,25.64,109.32
2010,41081,30348,23729,18044,24531,103.38,24.43,115.68
2010,41082,31235,24027,18298,24636,102.54,23.77,117.31
2010,42000,28839,22498,16741,21953,97.58,23.07,107.33
2010,42003,29286,22412,16983,22817,101.81,25.62,108.87
2010,42004,31130,24059,17759,24867,103.36,26.41,113.85
2010,42006,28391,22291,16831,21569,96.76,23.89,107.9
2010,42008,26974,21272,15484,19209,90.3,23.05,99.26
2010,42010,31199,23756,18105,24622,103.65,22.02,116.07
2010,42011,28980,22901,16553,22588,98.63,23.26,106.12
2010,42023,33284,23196,18657,26318,113.46,27.42,119.61
2010,42025,28191,22205,16952,21111,95.07,21.31,108.68
2010,42026,29193,23660,17181,23061,97.47,19.56,110.15
2010,42028,26937,21830,15065,20086,92.01,20.64,96.58
2010,43000,27197,21601,15895,21214,98.21,23.36,101.9
2010,43002,28476,22570,16461,23461,103.95,26.94,105.53
2010,43005,26047,20599,15675,19134,92.88,21.4,100.49
2010,43007,29529,22424,16998,23517,104.87,24.24,108.97
2010,43010,27100,21518,15598,21047,97.81,23.53,99.99
2010,43014,27207,21554,15729,22076,102.42,22.75,100.84
2010,43018,26724,22007,15699,20831,94.66,22.02,100.65
2010,44000,29245,22340,16983,23406,104.77,21.65,108.87
2010,44001,30656,23563,17154,25716,109.14,26.34,109.97
2010,44011,29689,22945,17094,24381,106.26,24.37,109.59
2010,44012,38811,27601,21566,37004,134.07,31.62,138.26
2010,44013,33223,24123,19147,26072,108.08,25.49,122.75
2010,44019,29914,23911,17208,24070,100.66,24.19,110.32
2010,44020,31713,24105,18120,26111,108.32,27.9,116.16
2010,44021,26780,20852,15930,20642,98.99,19.27,102.13
2010,44029,27430,21801,15620,20768,95.26,23.41,100.14
2010,44034,32350,24622,17936,28381,115.27,24.76,114.99
2010,44036,32689,24415,18433,27957,114.51,27.62,118.17
2010,44040,31792,24288,18336,26754,110.16,22.92,117.55
2010,44043,33736,24718,19182,28606,115.73,28.03,122.98
2010,44045,29751,23504,16687,24742,105.27,24.73,106.98
2010,44048,31287,23173,18160,27246,117.58,29.41,116.42
2010,44049,30441,22774,16931,27358,120.13,29.22,108.55
2010,44052,31836,24268,17944,27464,113.17,24.92,115.03
2010,44064,42479,26178,23511,37605,143.65,30.16,150.73
2010,44072,28248,22458,16505,21780,96.98,21.75,105.81
2010,44073,29368,23391,16537,24257,103.7,24.67,106.02
2010,44080,28764,22270,16533,22872,102.7,25.18,105.99
2010,44081,28542,22885,16301,22988,100.45,22.12,104.51
2010,45000,28575,22303,16275,22338,100.15,23.05,104.33
2010,45017,30096,22452,17000,25299,112.68,27.21,108.99
2010,45035,29103,22830,16987,23095,101.16,22.5,108.9
2010,45041,24112,19343,13493,16750,86.59,19.17,86.51
2010,45057,30035,23862,16723,23861,100,23.7,107.21
2010,45059,28771,23020,16941,22156,96.24,21.71,108.61
2010,45060,27818,22256,15713,22542,101.28,21.47,100.73
2010,45061,32455,23804,17964,28812,121.04,30.62,115.16
2010,45062,29722,23208,16608,26510,114.23,28.35,106.47
2010,45063,30508,24244,17050,25621,105.68,27.58,109.31
2010,45064,29896,22587,17072,25341,112.19,24.14,109.44
2010,45065,31961,24141,17787,25807,106.9,26.63,114.03
2010,46000,28910,22335,16403,22282,99.76,23.45,105.16
2010,46003,30710,23509,17566,24222,103.03,26.69,112.61
2010,46013,29595,22553,16637,22878,101.44,30.05,106.66
2010,46014,28576,22595,15954,22313,98.75,20.85,102.28
2010,46020,30309,23068,16735,24890,107.9,26.34,107.28
2010,46021,27382,21301,15840,20176,94.72,20.36,101.55
2010,46024,28719,22519,16253,22570,100.23,25.15,104.19
2010,46025,29207,22131,16303,22154,100.1,25.89,104.52
2010,50000,24029,18473,13794,17555,95.04,28.63,88.43
2010,51000,26218,20441,15018,20172,98.68,23.65,96.28
2010,51004,26860,20888,15703,21373,102.32,23.56,100.67
2010,51008,25272,19822,14311,18545,93.56,23.52,91.75
2010,51009,23751,18394,13519,17120,93.07,28.98,86.67
2010,51012,26736,21074,14844,21154,100.38,21.91,95.16
2010,51014,27156,21538,15249,22718,105.48,26.39,97.76
2010,51017,26819,20741,15365,20534,99,23.86,98.5
2010,51019,26537,20816,15401,21424,102.92,24.31,98.73
2010,51065,27163,21256,15338,20919,98.42,21.84,98.33
2010,52000,22735,17576,13055,15901,90.47,30.36,83.69
2010,52010,22657,17889,13272,15994,89.4,28.97,85.09
2010,52011,20870,16359,11968,14016,85.68,34.68,76.73
2010,52012,21145,16915,12275,14190,83.89,30.4,78.69
2010,52015,23022,18449,13271,16459,89.21,24.86,85.08
2010,52018,20081,16321,10680,13194,80.84,33.13,68.47
2010,52021,23709,18401,13733,17426,94.7,28.95,88.04
2010,52022,22852,17880,13350,15708,87.85,27.78,85.58
2010,52025,30825,22741,17858,24810,109.1,27.59,114.48
2010,52043,22870,17876,13090,16664,93.22,30.45,83.92
2010,52048,30337,22940,18063,24027,104.74,25.68,115.8
2010,52055,28832,21916,16330,23340,106.5,27.93,104.69
2010,52063,29065,20974,16256,23104,110.15,27.91,104.21
2010,52074,24322,18942,13819,17462,92.19,25.24,88.59
2010,52075,29841,21919,17138,23709,108.17,25.36,109.87
2010,53000,23675,17950,13689,17248,96.09,31.7,87.76
2010,53014,20956,16397,12308,14540,88.68,38.12,78.9
2010,53020,22335,16868,13049,15388,91.23,37.44,83.66
2010,53028,23072,17884,13473,16622,92.95,31.7,86.38
2010,53039,23584,18199,13174,17377,95.48,31.57,84.45
2010,53044,32754,24366,16885,28675,117.68,27.07,108.25
2010,53046,27794,21654,15237,23068,106.53,26.42,97.69
2010,53053,24102,18090,14028,18016,99.59,31.07,89.93
2010,53065,20983,16307,12071,14294,87.66,38.32,77.39
2010,53068,22417,17508,12999,15306,87.43,27.07,83.34
2010,53070,24847,19107,14726,18352,96.05,26.91,94.41
2010,53082,20584,15849,11780,13643,86.08,41.2,75.52
2010,53083,26331,20438,14995,21059,103.04,25.56,96.13
2010,53084,28124,21516,16252,23269,108.15,26.38,104.19
2010,54000,23154,18640,13014,16598,89.05,22.53,83.43
2010,54007,23360,18563,13150,16737,90.16,24.05,84.3
2010,54010,22510,18799,12595,16057,85.42,19.23,80.75
2010,55000,25580,19499,14544,19477,99.89,27.32,93.24
2010,55004,28144,21330,15952,23270,109.1,24.79,102.27
2010,55010,29840,22142,16844,23595,106.56,24.79,107.99
2010,55022,22623,17657,13046,16081,91.08,31.02,83.64
2010,55023,25012,19968,14592,18972,95.01,22.49,93.55
2010,55035,28400,21457,15991,22698,105.79,25.5,102.52
2010,55039,31903,23911,17323,28332,118.49,28.48,111.05
2010,55040,27655,20905,15133,21836,104.45,25.09,97.02
2010,55050,26605,20760,15124,20751,99.96,25.67,96.96
2010,56000,24632,18833,14220,18283,97.08,28.69,91.17
2010,56001,22862,17979,13475,15757,87.64,30.69,86.39
2010,56005,24783,18454,13847,18784,101.79,33.18,88.77
2010,56011,23367,18070,13856,16421,90.87,30.5,88.83
2010,56016,22157,17227,12612,16473,95.62,33.43,80.85
2010,56022,22679,18367,12976,16438,89.5,23.98,83.19
2010,56029,22457,16990,12857,15836,93.21,33.59,82.43
2010,56044,28267,21325,15972,22759,106.73,29.03,102.39
2010,56049,24535,18852,13474,18130,96.17,27.28,86.38
2010,56051,20887,16474,11792,14164,85.98,31.48,75.6
2010,56078,28002,21290,16133,22446,105.43,24.11,103.43
2010,56085,26124,19856,14545,20206,101.76,27.65,93.24
2010,56086,31478,23570,17975,26164,111.01,25.98,115.24
2010,56087,22951,17907,13503,16472,91.98,30.82,86.57
2010,56088,23621,18580,13285,18119,97.52,28.2,85.17
2010,57000,25045,19361,14442,19091,98.61,25.97,92.59
2010,57003,23483,18887,13652,16946,89.72,25.39,87.52
2010,57018,26145,20391,14665,20360,99.84,24.04,94.02
2010,57027,25334,19753,14125,18998,96.17,23.88,90.55
2010,57062,26039,20400,14517,21063,103.25,27.52,93.07
2010,57064,23475,18548,12930,17283,93.18,27.15,82.9
2010,57072,25403,20362,14428,19438,95.46,24.56,92.49
2010,57081,25161,19117,14842,19178,100.32,27.25,95.15
2010,57093,24972,19626,14099,19423,98.96,26.99,90.38
2010,57094,25472,19654,14909,19355,98.48,26.69,95.58
2010,57095,27555,21896,15051,22143,101.13,25.43,96.49
2010,60000,25288,19348,14600,19418,100.36,26.1,93.6
2010,61000,27365,20858,15574,22166,106.27,24.44,99.84
2010,61003,25249,20169,14569,18992,94.17,19.92,93.4
2010,61010,31350,23823,17005,26949,113.12,27.42,109.02
2010,61012,28561,21697,15763,23774,109.57,24.31,101.05
2010,61019,28068,22051,15780,23678,107.38,19.5,101.16
2010,61024,24741,19910,14230,19856,99.72,22.41,91.23
2010,61028,29773,23128,15857,26034,112.56,26.39,101.66
2010,61031,23929,17919,14318,17739,98.99,30.18,91.79
2010,61039,27160,21528,15346,24008,111.52,24.99,98.38
2010,61041,29833,23047,16338,24944,108.23,20.77,104.74
2010,61043,34653,23853,19437,31294,131.2,33.46,124.61
2010,61048,27026,21122,15375,23016,108.97,26.17,98.57
2010,61063,31618,23803,17140,28327,119,24.55,109.88
2010,61068,28762,22046,16102,24582,111.5,23.08,103.23
2010,61072,28516,21925,16166,23179,105.72,21.69,103.64
2010,61079,30432,22744,17270,25841,113.62,26.6,110.72
2010,61080,23556,19586,13445,17559,89.65,17.26,86.2
2010,61081,30003,22974,16657,27321,118.92,23.53,106.79
2010,62000,24380,18714,14284,18259,97.57,26.7,91.57
2010,62003,24938,19765,14914,18809,95.16,22.51,95.61
2010,62006,28634,21850,16839,24397,111.66,24.28,107.95
2010,62009,26045,20117,14863,21028,104.53,26.38,95.28
2010,62011,26527,21115,15400,20784,98.43,22.17,98.73
2010,62015,25116,19803,14420,19751,99.74,25.47,92.44
2010,62022,32943,22529,19569,27047,120.05,29.24,125.45
2010,62026,24076,18953,14105,18201,96.03,25.91,90.42
2010,62027,30098,23772,16846,26146,109.99,22.93,108
2010,62032,29906,21698,17964,24531,113.06,24.23,115.17
2010,62038,24966,19770,14721,18999,96.1,23.57,94.37
2010,62051,21931,17722,12908,16051,90.57,27.93,82.75
2010,62060,29504,22942,16449,24600,107.23,25.06,105.46
2010,62063,22304,16792,13245,16207,96.51,33.01,84.92
2010,62079,25463,20082,15098,19455,96.88,23.11,96.79
2010,62093,21125,17673,12110,14597,82.59,23.35,77.64
2010,62096,21493,17249,12684,14542,84.31,26.38,81.32
2010,62099,27054,21108,15209,22482,106.51,24.46,97.5
2010,62100,30012,21995,16941,26387,119.97,27.86,108.61
2010,62108,25327,19896,14476,19799,99.51,23.66,92.81
2010,62118,23248,19146,13469,17674,92.31,21.97,86.35
2010,62119,29398,22662,16703,24417,107.75,23.11,107.08
2010,62120,24147,19366,13886,17850,92.17,23.6,89.02
2010,62121,35931,25092,20303,30959,123.38,31.77,130.16
2010,62122,26139,20375,15312,21146,103.79,23.19,98.16
2010,63000,25518,19692,14378,19988,101.51,24.82,92.18
2010,63001,25044,20664,13685,19001,91.95,23.15,87.74
2010,63003,27641,21203,15814,23786,112.19,24.5,101.38
2010,63004,27592,21711,15803,23688,109.1,22.25,101.31
2010,63012,24091,20149,13240,17934,89.01,17.3,84.88
2010,63013,23612,20139,13339,17642,87.6,16.58,85.51
2010,63020,21185,16328,11244,15671,95.98,37.37,72.08
2010,63023,26764,20249,15402,20034,98.94,20.45,98.74
2010,63035,28177,21408,15949,23540,109.96,24.56,102.25
2010,63038,29598,22683,16689,27135,119.63,26.46,106.99
2010,63040,24810,19817,13088,18393,92.81,22.75,83.91
2010,63045,26268,20758,14861,22804,109.85,25.38,95.27
2010,63046,26010,20394,14641,20210,99.1,23.89,93.86
2010,63048,27639,21779,15078,22505,103.34,20.55,96.67
2010,63049,25577,20094,14742,20373,101.39,23.9,94.51
2010,63057,33072,24629,18691,28998,117.74,23.98,119.83
2010,63058,25612,20117,14406,20344,101.13,24.91,92.36
2010,63061,30838,21527,16383,22853,106.16,24.65,105.03
2010,63067,25627,20910,14785,20043,95.85,19.74,94.79
2010,63072,23891,18053,15144,17507,96.98,28.72,97.08
2010,63073,25382,19434,14633,20888,107.48,27.98,93.81
2010,63075,28053,21972,15625,25374,115.49,26.97,100.17
2010,63076,28446,21477,16413,24457,113.87,26.98,105.22
2010,63079,22386,16734,12629,16536,98.81,35.92,80.97
2010,63080,25052,20296,13947,20158,99.32,22.16,89.41
2010,63084,26047,21114,14999,21172,100.27,20.63,96.16
2010,63086,24497,19630,14350,20272,103.27,19.8,92
2010,63087,25437,21244,13916,18716,88.1,10.57,89.21
2010,63088,25373,20113,14126,19362,96.27,20.11,90.56
2010,63089,29633,23246,15795,27360,117.7,21.83,101.26
2010,64000,28921,21973,16547,24208,110.17,26.17,106.08
2010,64008,29397,22869,16195,24133,105.52,27.62,103.82
2010,64015,29806,22674,16747,25904,114.24,26.04,107.36
2010,64021,30604,23629,17102,26966,114.12,23.88,109.64
2010,64023,31949,25066,17866,28457,113.53,22.39,114.54
2010,64025,29179,22751,16748,25206,110.79,21.79,107.37
2010,64029,31739,23621,16700,27328,115.7,27.17,107.06
2010,64034,29289,21774,16507,25099,115.27,28.81,105.83
2010,64047,29154,22382,16563,25218,112.67,27.3,106.19
2010,64056,28969,21774,16635,23877,109.66,28.45,106.64
2010,64063,30112,23028,16994,25296,109.85,27.2,108.95
2010,64065,25202,19635,14842,19262,98.1,26.17,95.15
2010,64074,27376,21069,16682,21417,101.65,23.47,106.94
2010,64075,28015,21084,15297,23516,111.54,26.12,98.07
2010,64076,31438,24274,17452,27265,112.32,23.85,111.89
2010,70000,27120,21777,15391,20453,93.92,20.56,98.67
2010,71000,27531,21868,15750,20781,95.03,20.82,100.97
2010,71002,28214,22691,15738,21740,95.81,20.54,100.89
2010,71004,26966,21964,14702,19509,88.82,19.62,94.25
2010,71011,29637,23510,16604,23671,100.68,24.58,106.45
2010,71016,24984,19904,13943,17831,89.58,19.25,89.39
2010,71017,28721,22449,16060,22101,98.45,28.1,102.96
2010,71020,28412,22028,16029,21641,98.24,26.88,102.76
2010,71022,28747,22279,17558,22817,102.41,22.44,112.56
2010,71024,28646,22745,16458,23912,105.13,23.97,105.51
2010,71034,25783,22007,14850,18564,84.36,13.45,95.2
2010,71037,29186,22790,16590,22309,97.89,25.97,106.36
2010,71045,27343,21664,15706,21591,99.66,26.31,100.69
2010,71047,27970,23229,15116,21610,93.03,20.2,96.9
2010,71053,26667,20584,16170,20625,100.2,23.96,103.66
2010,71057,29277,23582,16663,21750,92.23,22.31,106.83
2010,71066,28675,22890,16177,22644,98.93,21.73,103.71
2010,71067,29051,22869,16415,22314,97.57,21.22,105.24
2010,71069,28042,23147,15644,20586,88.94,19.64,100.29
2010,71070,26891,21599,14586,18940,87.69,17.28,93.51
2010,72000,26642,22077,14838,20053,90.83,18.32,95.12
2010,72003,25813,21998,14303,19605,89.12,17.88,91.69
2010,72004,27362,22184,15689,19732,88.95,15.87,100.58
2010,72018,26275,21791,14204,19604,89.96,17.52,91.06
2010,72020,27048,22175,15183,20818,93.88,20.63,97.33
2010,72021,27207,21728,15257,20241,93.16,21.81,97.81
2010,72025,27372,22707,15159,21178,93.27,19.35,97.18
2010,72029,27487,22747,15229,20362,89.51,20.39,97.63
2010,72030,27258,22944,15285,21875,95.34,18.78,97.99
2010,72037,25596,21294,14168,18950,88.99,18.31,90.83
2010,72038,27565,22908,15226,21711,94.78,17.97,97.62
2010,72039,25246,21358,14006,18499,86.61,15.28,89.79
2010,72040,27130,22995,14922,20681,89.93,17.03,95.66
2010,72041,25726,21322,14368,18903,88.65,18.84,92.11
2010,73000,26816,21252,15300,20229,95.19,22.22,98.09
2010,73001,29723,22939,16703,24315,106,26.5,107.08
2010,73006,27127,21640,15395,20941,96.77,22.55,98.7
2010,73009,27507,21482,15870,21427,99.74,26.18,101.74
2010,73022,26740,21081,15267,20089,95.29,27.2,97.88
2010,73028,26715,19359,17601,27544,142.28,47.15,112.84
2010,73032,27394,22095,15786,20615,93.3,21.98,101.2
2010,73040,28868,22968,16567,23473,102.2,23.02,106.21
2010,73042,27632,21497,15693,20625,95.95,21.07,100.61
2010,73066,27322,21761,15252,20792,95.55,25.98,97.78
2010,73083,26925,21051,16020,20355,96.69,23.2,102.71
2010,73098,28081,22266,15914,22024,98.91,27,102.02
2010,73107,23742,19585,13304,17006,86.83,19.51,85.29
2010,73109,26650,20705,15005,20860,100.75,23.3,96.19
2010,80000,27825,21187,15145,23165,109.34,23.83,97.1
2010,81000,33982,25305,17770,28367,112.1,20.37,113.92
2010,81001,34897,25259,18652,30030,118.89,23.07,119.58
2010,81003,43375,30109,20189,40904,135.85,28.31,129.43
2010,81004,29120,23602,15300,23034,97.59,15.82,98.09
2010,81013,28140,22460,14957,23501,104.63,18.81,95.89
2010,81015,36367,27934,18634,31392,112.38,20.31,119.46
2010,82000,25714,20162,14003,21545,106.86,24.67,89.77
2010,82003,25692,20423,14030,21809,106.78,21.63,89.95
2010,82005,26410,21186,13854,23041,108.76,20.53,88.82
2010,82009,30318,22861,15050,27897,122.03,26.63,96.48
2010,82014,24898,19154,14269,19867,103.72,27.43,91.48
2010,82032,24171,19495,13971,19737,101.24,22.86,89.57
2010,82036,27627,21895,13919,23746,108.46,22.98,89.23
2010,82037,24936,19337,13411,19906,102.94,26.7,85.98
2010,82038,25770,18754,14005,20890,111.39,37.36,89.78
2010,83000,24558,19334,14014,19650,101.63,24.39,89.84
2010,83012,23762,18573,13892,18761,101.01,27.72,89.06
2010,83013,24801,19457,14138,20719,106.49,27.04,90.63
2010,83028,23714,19169,13224,19413,101.27,22.72,84.78
2010,83031,22819,17614,13064,17351,98.5,30.25,83.75
2010,83034,24722,19653,14155,20299,103.29,23.33,90.75
2010,83040,27681,21239,15220,20817,98.01,16.84,97.58
2010,83044,23341,18966,13365,18080,95.33,22.15,85.68
2010,83049,25256,20903,14205,22010,105.3,21,91.07
2010,83055,25403,19498,14492,20292,104.07,26.65,92.91
2010,84000,25569,19891,14242,20992,105.53,25.95,91.3
2010,84009,24059,19480,13861,19073,97.91,22.81,88.86
2010,84010,21937,17042,13225,16018,93.99,32.26,84.78
2010,84016,23875,18541,13391,18609,100.37,36.52,85.85
2010,84029,24487,19185,13966,18363,95.72,25.67,89.53
2010,84033,30591,23066,14856,28641,124.17,29.38,95.24
2010,84035,25970,20282,14639,21743,107.21,23.99,93.85
2010,84043,26909,20848,14232,22937,110.02,25.34,91.24
2010,84050,24441,19093,13504,19431,101.77,26.87,86.58
2010,84059,24736,19650,14334,20678,105.23,25.46,91.89
2010,84068,25994,20612,14243,21083,102.28,20.84,91.31
2010,84075,25055,19710,14089,18831,95.54,20.71,90.32
2010,84077,27333,21261,15139,24388,114.71,25.15,97.05
2010,85000,29354,22076,15434,24707,111.92,24.8,98.94
2010,85007,26472,20348,14437,21248,104.42,25.79,92.55
2010,85009,36069,26168,17635,33915,129.61,29.94,113.06
2010,85011,24357,18075,14122,18041,99.81,31.24,90.53
2010,85024,27154,22142,14469,22159,100.08,18.82,92.76
2010,85026,30418,24388,15344,26372,108.14,19.64,98.37
2010,85034,33488,23671,17538,28950,122.3,31.15,112.43
2010,85039,29663,22739,15082,24736,108.78,25.54,96.69
2010,85045,26725,20664,14477,22091,106.91,23.74,92.81
2010,85046,33963,25061,16684,29784,118.85,27.2,106.96
2010,85047,26197,20381,14538,22028,108.08,23.81,93.2
2010,90000,26460,20143,15170,21179,105.14,25.79,97.25
2010,91000,24882,19205,14268,19539,101.74,27.56,91.47
2010,91005,25049,19765,14302,20432,103.37,27.24,91.69
2010,91013,24281,18955,13620,18721,98.77,26.93,87.32
2010,91015,22851,18535,13223,17434,94.06,24.85,84.77
2010,91030,25564,19655,14943,20129,102.41,26.03,95.8
2010,91034,23216,17461,13974,17505,100.25,32.36,89.59
2010,91054,23611,18943,13553,18261,96.4,26.26,86.89
2010,91059,28369,22663,15115,24908,109.91,22.81,96.9
2010,91064,26399,20048,14298,20667,103.09,24.16,91.66
2010,91072,24421,19013,14303,18657,98.13,24.54,91.7
2010,91103,25789,19334,14752,20620,106.65,30.56,94.57
2010,91114,24272,19310,13730,19468,100.82,23.78,88.02
2010,91120,24934,19991,14046,19943,99.76,23.96,90.05
2010,91141,28830,21819,16209,24648,112.97,25.86,103.91
2010,91142,21505,16570,12995,14444,87.17,35.49,83.31
2010,91143,21765,17007,12576,15205,89.4,34.73,80.62
2010,92000,27455,20681,15710,22442,108.51,26.04,100.72
2010,92003,24534,19231,13960,18951,98.54,26.79,89.5
2010,92006,30894,23617,16886,28374,120.14,26.96,108.26
2010,92035,30458,22592,17026,25584,113.25,28.16,109.15
2010,92045,29443,22930,16139,25041,109.21,22.33,103.47
2010,92048,26945,20561,14743,22425,109.07,25.53,94.52
2010,92054,30032,22363,16483,26026,116.38,25.04,105.67
2010,92087,26706,20684,14934,21709,104.95,24.79,95.74
2010,92094,26683,19859,15864,21223,106.87,26.56,101.7
2010,92097,26888,21616,14947,23087,106.8,21.86,95.82
2010,92101,29559,22447,16696,25980,115.74,24.54,107.04
2010,92114,29229,21818,15966,24946,114.34,29.72,102.35
2010,92137,23725,18603,13971,17468,93.9,26.9,89.57
2010,92138,31460,23539,16893,28015,119.02,28.69,108.3
2010,92140,27060,20884,14891,21884,104.79,26.03,95.47
2010,92141,34148,25458,18013,30383,119.35,27.07,115.48
2010,92142,30656,22527,17188,26521,117.73,27.34,110.19
2010,93000,24445,19276,14134,18624,96.62,24.98,90.61
2010,93010,23801,19272,13466,18412,95.54,24.68,86.33
2010,93014,21745,16824,12863,15452,91.85,34.81,82.46
2010,93018,23419,19124,13247,17695,92.53,25.32,84.93
2010,93022,24813,20214,14256,19342,95.68,20.67,91.39
2010,93056,24231,19392,14122,18320,94.47,22.66,90.54
2010,93088,27904,21714,15659,22847,105.22,26.41,100.39
2010,93090,21369,16839,13167,14431,85.7,32.66,84.41
2012,1000,30012,22610,16651,22954,102,24,100
2012,2000,31593,24054,17765,24016,100,25,107
2012,3000,28196,21214,15736,21460,101,27,95
2012,3001,28801,22287,15732,21017,94,22,94
2012,4000,26463,18526,13312,19193,104,32,80
2012,10000,31064,23649,17421,23220,98,24,105
2012,11000,30645,23028,17117,22790,99,22,103
2012,11001,38356,27567,21885,30189,110,30,131
2012,11002,26653,20763,14834,18993,91,21,89
2012,11004,35637,25562,20050,29637,116,28,120
2012,11005,28237,22445,15940,19481,87,22,96
2012,11007,30875,24254,18132,21922,90,19,109
2012,11008,36579,25233,20684,27945,111,31,124
2012,11009,33973,25830,18742,27832,108,28,113
2012,11013,37053,26563,21313,27582,104,30,128
2012,11016,31306,24753,16472,25207,102,26,99
2012,11018,30915,25060,17059,21829,87,23,102
2012,11021,42407,28062,23019,36205,129,33,138
2012,11022,34043,25643,18324,28052,109,28,110
2012,11023,37143,26145,20823,29013,111,31,125
2012,11024,37054,26276,20634,29385,112,32,124
2012,11025,36656,27131,20066,32637,120,32,121
2012,11029,33559,25048,19308,26059,104,25,116
2012,11030,29715,24347,16755,21260,87,25,101
2012,11035,34693,25546,19420,28124,110,32,117
2012,11037,35462,26405,19684,27449,104,29,118
2012,11038,33929,25861,18816,25893,100,30,113
2012,11039,41175,26118,22840,31672,121,31,137
2012,11040,34052,24815,19385,25272,102,28,116
2012,11044,35115,27459,19459,27325,100,31,117
2012,11050,32500,24926,18948,25390,102,26,114
2012,11052,32724,24908,18830,25316,102,28,113
2012,11053,31435,24817,16991,25269,102,24,102
2012,11054,33593,25317,19129,26568,105,28,115
2012,11055,35847,25638,19846,30152,118,31,119
2012,11056,32535,25605,18994,24064,94,28,114
2012,11057,31763,24524,17783,25074,102,24,107
2012,12000,32261,24440,18244,24733,101,26,110
2012,12002,31149,24328,17530,24029,99,26,105
2012,12005,39213,26372,21958,33133,126,36,132
2012,12007,34325,25760,19399,26384,102,30,117
2012,12009,32948,24600,18778,25207,102,27,113
2012,12014,30858,24317,17737,23194,95,24,107
2012,12021,31221,23892,18303,22809,95,21,110
2012,12025,31065,23781,17528,23664,100,24,105
2012,12026,31931,24255,17716,24360,100,30,106
2012,12029,31599,24494,18079,24977,102,25,109
2012,12030,34852,26031,19318,26735,103,30,116
2012,12034,33232,24866,18400,26665,107,32,111
2012,12035,34321,25345,19092,28535,113,29,115
2012,12040,31284,23894,17255,23435,98,29,104
2012,13000,31120,24532,17502,23264,95,22,105
2012,13001,29615,24391,16072,22657,93,21,97
2012,13002,29278,21755,15240,20428,94,25,92
2012,13003,29904,24314,16824,22062,91,25,101
2012,13004,33415,25772,18112,25233,98,24,109
2012,13006,30599,24913,16608,21657,87,22,100
2012,13008,31609,24350,18219,24009,99,25,109
2012,13010,32462,24901,18430,25337,102,24,111
2012,13011,30398,23870,18073,22246,93,22,109
2012,13012,29686,23514,17018,22554,96,28,102
2012,13013,30788,24249,17464,22545,93,24,105
2012,13014,30725,23959,16434,23850,100,21,99
2012,13016,30731,24586,17623,23146,94,19,106
2012,13017,32823,25390,18369,25181,99,24,110
2012,13019,31998,25098,17732,24828,99,24,106
2012,13021,30572,24669,17261,21713,88,24,104
2012,13023,31278,24327,16745,26074,107,26,101
2012,13025,31712,24584,17780,23399,95,24,107
2012,13029,31618,25368,17782,23310,92,25,107
2012,13031,34391,25903,18794,26948,104,27,113
2012,13035,30610,24126,16474,22425,93,20,99
2012,13036,31451,25246,16925,24118,96,23,102
2012,13037,29834,24589,16089,21973,89,21,97
2012,13040,28325,22739,16707,20564,90,18,100
2012,13044,31843,24531,18030,23695,97,21,108
2012,13046,35695,26810,19611,28482,106,28,118
2012,13049,31981,25591,18028,24195,95,24,108
2012,13053,30534,24557,17512,22346,91,24,105
2012,20001,35840,25852,19639,28406,110,28,118
